jahr,region,bundesland_code,icd_code,icd_bezeichnung,sterbefaelle,sterbefaelle_je_100k,sterbefaelle_je_100k_altersstand
2024,Sachsen-Anhalt,DE-ST,C45-C49,C45-C49 Bösartige Neubildungen des mesothelialen Gewebes und des Weichteilgewebes,86,4.0,3.4
2024,Sachsen-Anhalt,DE-ST,C50-C50,C50-C50 Bösartige Neubildung der Brustdrüse,544,25.4,21.2
2024,Sachsen-Anhalt,DE-ST,C51-C58,C51-C58 Bösartige Neubildungen der weiblichen Genitalorgane,,,
2024,Sachsen-Anhalt,DE-ST,C54-C55,C54-C55 Bösartige Neubildung sonstiger Teile der Gebärmutter,,,
2024,Sachsen-Anhalt,DE-ST,C60-C63,C60-C63 Bösartige Neubildungen der männlichen Genitalorgane,,,
2024,Sachsen-Anhalt,DE-ST,C64-C68,C64-C68 Bösartige Neubildungen der Harnorgane,623,29.1,23.4
2024,Sachsen-Anhalt,DE-ST,C69-C72,"C69-C72 Bösartige Neubildungen des Auges, des Gehirns und sonstiger Teile des Zentralnervensystems",210,9.8,8.3
2024,Sachsen-Anhalt,DE-ST,C73-C75,C73-C75 Bösartige Neubildungen der Schilddrüse und sonstiger endokriner Drüsen,25,1.2,1.0
2024,Sachsen-Anhalt,DE-ST,C76-C80,"C76-C80 Bösartige Neubildungen ungenau bezeichneter, sekundärer und nicht näher bezeichneter Lokalisationen",297,13.9,11.3
2024,Sachsen-Anhalt,DE-ST,C81-C96,"C81-C96 Bösartige Neubildungen des lymphatischen, blutbildenden und verwandten Gewebes, als primär festgestellt oder vermutet",625,29.2,23.8
2024,Sachsen-Anhalt,DE-ST,C91-C95,C91-C95 Leukämie,286,13.4,10.9
2024,Sachsen-Anhalt,DE-ST,C97-C97,C97-C97 Bösartige Neubildungen als Primärtumoren an mehreren Lokalisationen,,,
2024,Sachsen-Anhalt,DE-ST,D00-D09,D00-D09 In-situ-Neubildungen,,,
2024,Sachsen-Anhalt,DE-ST,D10-D36,D10-D36 Gutartige Neubildungen,46,2.1,1.8
2024,Sachsen-Anhalt,DE-ST,D37-D48,D37-D48 Neubildungen unsicheren oder unbekannten Verhaltens,188,8.8,7.1
2024,Sachsen-Anhalt,DE-ST,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,152,7.1,5.8
2024,Sachsen-Anhalt,DE-ST,D50-D53,D50-D53 Alimentäre Anämien,27,1.3,1.0
2024,Sachsen-Anhalt,DE-ST,D55-D59,D55-D59 Hämolytische Anämien,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,D60-D64,D60-D64 Aplastische und sonstige Anämien,59,2.8,2.2
2024,Sachsen-Anhalt,DE-ST,D65-D69,"D65-D69 Koagulopathien, Purpura und sonstige hämorrhagische Diathesen",40,1.9,1.6
2024,Sachsen-Anhalt,DE-ST,D70-D77,D70-D77 Sonstige Krankheiten des Blutes und der blutbildenden Organe,6,0.3,0.2
2024,Sachsen-Anhalt,DE-ST,D80-D90,D80-D90 Bestimmte Störungen mit Beteiligung des Immunsystems,18,0.8,0.7
2024,Sachsen-Anhalt,DE-ST,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1608,75.1,61.3
2024,Sachsen-Anhalt,DE-ST,E00-E07,E00-E07 Krankheiten der Schilddrüse,41,1.9,1.6
2024,Sachsen-Anhalt,DE-ST,E10-E14,E10-E14 Diabetes mellitus,1202,56.2,45.3
2024,Sachsen-Anhalt,DE-ST,E15-E16,E15-E16 Sonstige Störungen der Blutglukose-Regulation und der inneren Sekretion des Pankreas,4,0.2,0.1
2024,Sachsen-Anhalt,DE-ST,E20-E35,E20-E35 Krankheiten sonstiger endokriner Drüsen,5,0.2,0.2
2024,Sachsen-Anhalt,DE-ST,E40-E46,E40-E46 Mangelernährung,29,1.4,1.1
2024,Sachsen-Anhalt,DE-ST,E50-E64,E50-E64 Sonstige alimentäre Mangelzustände,6,0.3,0.2
2024,Sachsen-Anhalt,DE-ST,E65-E68,E65-E68 Adipositas und sonstige Überernährung,128,6.0,5.3
2024,Sachsen-Anhalt,DE-ST,E70-E90,E70-E90 Stoffwechselstörungen,193,9.0,7.3
2024,Sachsen-Anhalt,DE-ST,F00-F99,F00-F99 Psychische und Verhaltensstörungen,1648,77.0,62.8
2024,Sachsen-Anhalt,DE-ST,F00-F09,"F00-F09 Organische, einschließlich symptomatischer psychischer Störungen",1364,63.7,50.7
2024,Sachsen-Anhalt,DE-ST,F00-F03,F00-F03 Demenz,1362,63.6,50.7
2024,Sachsen-Anhalt,DE-ST,F10-F19,F10-F19 Psychische und Verhaltensstörungen durch psychotrope Substanzen,250,11.7,10.7
2024,Sachsen-Anhalt,DE-ST,F20-F29,"F20-F29 Schizophrenie, schizotype und wahnhafte Störungen",14,0.7,0.5
2024,Sachsen-Anhalt,DE-ST,F30-F39,F30-F39 Affektive Störungen,9,0.4,0.3
2024,Sachsen-Anhalt,DE-ST,F32-F34,F32-F34 Depression,6,0.3,0.2
2024,Sachsen-Anhalt,DE-ST,F40-F48,"F40-F48 Neurotische, Belastungs- und somatoforme Störungen",,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,F40-F41,F40-F41 Phobische und andere Angststörungen,,,
2024,Sachsen-Anhalt,DE-ST,F50-F59,F50-F59 Verhaltensauffälligkeiten mit körperlichen Störungen und Faktoren,4,0.2,0.2
2024,Sachsen-Anhalt,DE-ST,F60-F69,F60-F69 Persönlichkeits- und Verhaltensstörungen,,,
2024,Sachsen-Anhalt,DE-ST,F70-F79,F70-F79 Intelligenzminderung,3,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,F80-F89,F80-F89 Entwicklungsstörungen,,0.0,0.1
2024,Sachsen-Anhalt,DE-ST,F90-F98,F90-F98 Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend,,,
2024,Sachsen-Anhalt,DE-ST,F99-F99,F99-F99 Nicht näher bezeichnete psychische Störungen,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1331,62.2,50.6
2024,Sachsen-Anhalt,DE-ST,G00-G99,G00-G99 Krankheiten des Nervensystems,1327,62.0,50.5
2024,Sachsen-Anhalt,DE-ST,G00-G09,G00-G09 Entzündliche Krankheiten des Zentralnervensystems,16,0.7,0.6
2024,Sachsen-Anhalt,DE-ST,G00-G03,G00-G03 Meningitis,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,G10-G14,"G10-G14 Systematrophien, die vorwiegend das Zentralnervensystem betreffen",96,4.5,3.8
2024,Sachsen-Anhalt,DE-ST,G20-G26,G20-G26 Extrapyramidale Krankheiten und Bewegungsstörungen,328,15.3,12.2
2024,Sachsen-Anhalt,DE-ST,G30-G32,G30-G32 Sonstige degenerative Krankheiten des Nervensystems,592,27.7,22.1
2024,Sachsen-Anhalt,DE-ST,G35-G37,G35-G37 Demyelinisierende Krankheiten des Zentralnervensystems,43,2.0,1.8
2024,Sachsen-Anhalt,DE-ST,G40-G47,G40-G47 Episodische und paroxysmale Krankheiten des Nervensystems,121,5.7,4.7
2024,Sachsen-Anhalt,DE-ST,G40-G41,G40-G41 Epilepsie,117,5.5,4.6
2024,Sachsen-Anhalt,DE-ST,G50-G59,"G50-G59 Krankheiten von Nerven, Nervenwurzeln und Nervenplexus",,,
2024,Sachsen-Anhalt,DE-ST,G60-G64,G60-G64 Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,28,1.3,1.1
2024,Sachsen-Anhalt,DE-ST,G70-G73,G70-G73 Krankheiten im Bereich der neuromuskulären Synapse und des Muskels,27,1.3,1.0
2024,Sachsen-Anhalt,DE-ST,G80-G83,G80-G83 Zerebrale Lähmung und sonstige Lähmungssyndrome,39,1.8,1.7
2024,Sachsen-Anhalt,DE-ST,G90-G99,G90-G99 Sonstige Krankheiten des Nervensystems,37,1.7,1.5
2024,Sachsen-Anhalt,DE-ST,H00-H59,H00-H59 Krankheiten des Auges und der Augenanhangsgebilde,,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,H00-H06,"H00-H06 Affektionen des Augenlides, des Tränenapparates und der Orbita",,,
2024,Sachsen-Anhalt,DE-ST,H10-H13,H10-H13 Affektionen der Konjunktiva,,,
2024,Sachsen-Anhalt,DE-ST,H15-H22,"H15-H22 Affektionen der Sklera, der Hornhaut, der Iris und des Ziliarkörpers",,,
2024,Sachsen-Anhalt,DE-ST,H25-H28,H25-H28 Affektionen der Linse,,,
2024,Sachsen-Anhalt,DE-ST,H30-H36,H30-H36 Affektionen der Aderhaut und der Netzhaut,,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,H40-H42,H40-H42 Glaukom,,,
2024,Sachsen-Anhalt,DE-ST,H43-H45,H43-H45 Affektionen des Glaskörpers und des Augapfels,,,
2024,Sachsen-Anhalt,DE-ST,H46-H48,H46-H48 Affektionen des Nervus opticus und der Sehbahn,,,
2024,Sachsen-Anhalt,DE-ST,H49-H52,"H49-H52 Affektionen der Augenmuskeln, Störungen der Blickbewegungen sowie Akkommodationsstörungen und Refraktionsfehler",,,
2024,Sachsen-Anhalt,DE-ST,H53-H54,H53-H54 Sehstörungen und Blindheit,,,
2024,Sachsen-Anhalt,DE-ST,H55-H59,H55-H59 Sonstige Affektionen des Auges und der Augenanhangsgebilde,,,
2024,Sachsen-Anhalt,DE-ST,H60-H95,H60-H95 Krankheiten des Ohres und des Warzenfortsatzes,3,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,H60-H62,H60-H62 Krankheiten des äußeren Ohres,,,
2024,Sachsen-Anhalt,DE-ST,H65-H75,H65-H75 Krankheiten des Mittelohres und des Warzenfortsatzes,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,H80-H83,H80-H83 Krankheiten des Innenohres,,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,H90-H95,H90-H95 Sonstige Krankheiten des Ohres,,,
2024,Sachsen-Anhalt,DE-ST,H90-H91,H90-H91 Hörverlust,,,
2024,Sachsen-Anhalt,DE-ST,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,13144,614.2,497.0
2024,Sachsen-Anhalt,DE-ST,I00-I02,I00-I02 Akutes rheumatisches Fieber,,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,I05-I09,I05-I09 Chronische rheumatische Herzkrankheiten,160,7.5,6.0
2024,Sachsen-Anhalt,DE-ST,I10-I15,I10-I15 Hypertonie (Hochdruckkrankheit),2348,109.7,88.4
2024,Sachsen-Anhalt,DE-ST,I20-I25,I20-I25 Ischämische Herzkrankheiten,4662,217.8,177.0
2024,Sachsen-Anhalt,DE-ST,I21-I22,I21-I22 Herzinfarkt,1621,75.7,62.3
2024,Sachsen-Anhalt,DE-ST,I26-I28,I26-I28 Pulmonale Herzkrankheit und Krankheiten des Lungenkreislaufes,215,10.0,8.3
2024,Sachsen-Anhalt,DE-ST,I30-I52,I30-I52 Sonstige Formen der Herzkrankheit,3606,168.5,135.6
2024,Sachsen-Anhalt,DE-ST,I60-I69,I60-I69 Zerebrovaskuläre Krankheiten,1738,81.2,65.7
2024,Sachsen-Anhalt,DE-ST,I60-I61,I60-I61 Subarachnoidalblutung und intrazerebrale Blutung,333,15.6,12.9
2024,Sachsen-Anhalt,DE-ST,I70-I79,"I70-I79 Krankheiten der Arterien, Arteriolen und Kapillaren",344,16.1,13.1
2024,Sachsen-Anhalt,DE-ST,I80-I89,"I80-I89 Krankheiten der Venen, der Lymphgefäße und der Lymphknoten andernorts nicht klassifiziert",70,3.3,2.8
2024,Sachsen-Anhalt,DE-ST,I95-I99,I95-I99 Sonstige und nicht näher bezeichnete Krankheiten des Kreislaufsystems,,,
2024,Sachsen-Anhalt,DE-ST,J00-J99,J00-J99 Krankheiten des Atmungssystems,1998,93.4,75.7
2024,Sachsen-Anhalt,DE-ST,J00-J06,J00-J06 Akute Infektionen der oberen Atemwege,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,J09-J18,J09-J18 Grippe und Pneumonie,665,31.1,25.3
2024,Sachsen-Anhalt,DE-ST,J09-J11,J09-J11 Grippe,107,5.0,4.2
2024,Sachsen-Anhalt,DE-ST,J12-J18,J12-J18 Pneumonie,558,26.1,21.1
2024,Sachsen-Anhalt,DE-ST,J20-J22,J20-J22 Sonstige akute Infektionen der unteren Atemwege,9,0.4,0.3
2024,Sachsen-Anhalt,DE-ST,J30-J39,J30-J39 Sonstige Krankheiten der oberen Atemwege,3,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,J40-J47,J40-J47 Chronische Krankheiten der unteren Atemwege,1056,49.3,39.9
2024,Sachsen-Anhalt,DE-ST,J45-J46,J45-J46 Asthma,36,1.7,1.5
2024,Sachsen-Anhalt,DE-ST,J60-J70,J60-J70 Lungenkrankheiten durch exogene Substanzen,88,4.1,3.3
2024,Sachsen-Anhalt,DE-ST,J80-J84,"J80-J84 Sonstige Krankheiten der Atmungsorgane, die hauptsächlich das Interstitium betreffen",101,4.7,3.8
2024,Sachsen-Anhalt,DE-ST,J85-J86,J85-J86 Purulente und nekrotisierende Krankheitszustände der unteren Atemwege,19,0.9,0.8
2024,Sachsen-Anhalt,DE-ST,J90-J94,J90-J94 Sonstige Krankheiten der Pleura,23,1.1,0.9
2024,Sachsen-Anhalt,DE-ST,J95-J99,J95-J99 Sonstige Krankheiten des Atmungssystems,32,1.5,1.2
2024,Sachsen-Anhalt,DE-ST,K00-K93,K00-K93 Krankheiten des Verdauungssystems,1666,77.8,65.8
2024,Sachsen-Anhalt,DE-ST,K00-K14,"K00-K14 Krankheiten der Mundhöhle, der Speicheldrüsen und der Kiefer",7,0.3,0.3
2024,Sachsen-Anhalt,DE-ST,K20-K31,"K20-K31 Krankheiten des Ösophagus, des Magens und des Duodenums",192,9.0,7.3
2024,Sachsen-Anhalt,DE-ST,K25-K28,"K25-K28 Ulcus ventriculi, Ulcus duodeni, Ulcus pepticum",132,6.2,5.0
2024,Sachsen-Anhalt,DE-ST,K35-K38,K35-K38 Krankheiten der Appendix,5,0.2,0.2
2024,Sachsen-Anhalt,DE-ST,K40-K46,K40-K46 Hernien,44,2.1,1.7
2024,Sachsen-Anhalt,DE-ST,K50-K52,K50-K52 Nichtinfektiöse Enteritis und Kolitis,22,1.0,0.8
2024,Sachsen-Anhalt,DE-ST,K55-K64,K55-K64 Sonstige Krankheiten des Darmes,348,16.3,13.2
2024,Sachsen-Anhalt,DE-ST,K65-K67,K65-K67 Krankheiten des Peritoneums,32,1.5,1.2
2024,Sachsen-Anhalt,DE-ST,K70-K77,K70-K77 Krankheiten der Leber,723,33.8,29.7
2024,Sachsen-Anhalt,DE-ST,K80-K87,"K80-K87 Krankheiten der Gallenblase, der Gallenwege und des Pankreas",205,9.6,8.0
2024,Sachsen-Anhalt,DE-ST,K90-K93,K90-K93 Sonstige Krankheiten des Verdauungssystems,88,4.1,3.4
2024,Sachsen-Anhalt,DE-ST,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,53,2.5,2.0
2024,Sachsen-Anhalt,DE-ST,L00-L08,L00-L08 Infektionen der Haut und der Unterhaut,11,0.5,0.4
2024,Sachsen-Anhalt,DE-ST,L10-L14,L10-L14 Bullöse Dermatosen,5,0.2,0.2
2024,Sachsen-Anhalt,DE-ST,L20-L30,L20-L30 Dermatitis und Ekzem,,,
2024,Sachsen-Anhalt,DE-ST,L40-L45,L40-L45 Papulosquamöse Hautkrankheiten,,,
2024,Sachsen-Anhalt,DE-ST,L40-L42,L40-L42 Psoriasis,,,
2024,Sachsen-Anhalt,DE-ST,L50-L54,L50-L54 Urtikaria und Erythem,,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,L55-L59,L55-L59 Krankheiten der Haut und der Unterhaut durch Strahleneinwirkung,,,
2024,Sachsen-Anhalt,DE-ST,L60-L75,L60-L75 Krankheiten der Hautanhangsgebilde,,,
2024,Sachsen-Anhalt,DE-ST,L80-L99,L80-L99 Sonstige Krankheiten der Haut und der Unterhaut,36,1.7,1.4
2024,Sachsen-Anhalt,DE-ST,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,227,10.6,8.6
2024,Sachsen-Anhalt,DE-ST,M00-M25,M00-M25 Arthropathien,78,3.6,3.0
2024,Sachsen-Anhalt,DE-ST,M00-M03,M00-M03 Infektiöse Arthropathien,17,0.8,0.6
2024,Sachsen-Anhalt,DE-ST,M05-M14,M05-M14 Entzündliche Polyarthropathien,43,2.0,1.6
2024,Sachsen-Anhalt,DE-ST,M15-M19,M15-M19 Arthrose,17,0.8,0.6
2024,Sachsen-Anhalt,DE-ST,M20-M25,M20-M25 Sonstige Gelenkkrankheiten,,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,M30-M36,M30-M36 Systemkrankheiten des Bindegewebes,27,1.3,1.1
2024,Sachsen-Anhalt,DE-ST,M40-M54,M40-M54 Krankheiten der Wirbelsäule und des Rückens,53,2.5,2.0
2024,Sachsen-Anhalt,DE-ST,M40-M43,M40-M43 Deformitäten der Wirbelsäule und des Rückens,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,M45-M54,M45-M54 Dorsopathien,51,2.4,1.9
2024,Sachsen-Anhalt,DE-ST,M45-M49,M45-M49 Spondylopathien,48,2.2,1.8
2024,Sachsen-Anhalt,DE-ST,M50-M54,M50-M54 Sonstige Krankheiten der Wirbelsäule und des Rückens,3,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,M60-M79,M60-M79 Krankheiten der Weichteilgewebe,30,1.4,1.2
2024,Sachsen-Anhalt,DE-ST,M60-M63,M60-M63 Krankheiten der Muskeln,14,0.7,0.6
2024,Sachsen-Anhalt,DE-ST,M65-M68,M65-M68 Krankheiten der Synovialis und der Sehnen,,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,M70-M79,M70-M79 Sonstige Krankheiten des Weichteilgewebes,15,0.7,0.6
2024,Sachsen-Anhalt,DE-ST,M80-M94,M80-M94 Osteopathien und Chondropathien,39,1.8,1.4
2024,Sachsen-Anhalt,DE-ST,M80-M85,M80-M85 Veränderungen der Knochendichte und -struktur,30,1.4,1.1
2024,Sachsen-Anhalt,DE-ST,M80-M82,M80-M82 Osteoporose,28,1.3,1.0
2024,Sachsen-Anhalt,DE-ST,M86-M90,M86-M90 Sonstige Osteopathien,9,0.4,0.3
2024,Sachsen-Anhalt,DE-ST,M91-M94,M91-M94 Chondropathien,,,
2024,Sachsen-Anhalt,DE-ST,M95-M99,M95-M99 Sonstige Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,,,
2024,Sachsen-Anhalt,DE-ST,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1059,49.5,39.7
2024,Sachsen-Anhalt,DE-ST,N00-N29,N00-N29 Krankheiten der Niere und des Ureters,784,36.6,29.4
2024,Sachsen-Anhalt,DE-ST,N00-N08,N00-N08 Glomeruläre Krankheiten,7,0.3,0.3
2024,Sachsen-Anhalt,DE-ST,N10-N16,N10-N16 Tubulointerstitielle Nierenkrankheiten,29,1.4,1.1
2024,Sachsen-Anhalt,DE-ST,N17-N19,N17-N19 Niereninsuffizienz,729,34.1,27.3
2024,Sachsen-Anhalt,DE-ST,N20-N23,N20-N23 Urolithiasis,7,0.3,0.3
2024,Sachsen-Anhalt,DE-ST,N25-N29,N25-N29 Sonstige Krankheiten der Niere und des Ureters,12,0.6,0.4
2024,Sachsen-Anhalt,DE-ST,N30-N39,N30-N39 Sonstige Krankheiten des Harnsystems,247,11.5,9.2
2024,Sachsen-Anhalt,DE-ST,N40-N51,N40-N51 Krankheiten der männlichen Genitalorgane,,,
2024,Sachsen-Anhalt,DE-ST,N60-N64,N60-N64 Krankheiten der Mamma (Brustdrüse),,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,N70-N77,N70-N77 Entzündliche Krankheiten der weiblichen Beckenorgane,,,
2024,Sachsen-Anhalt,DE-ST,N80-N98,N80-N98 Nichtentzündliche Krankheiten des weiblichen Genitaltraktes,,,
2024,Sachsen-Anhalt,DE-ST,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2024,Sachsen-Anhalt,DE-ST,O00-O08,O00-O08 Schwangerschaft mit abortivem Ausgang,,,
2024,Sachsen-Anhalt,DE-ST,O10-O16,"O10-O16 Ödeme, Proteinurie und Hypertonie während der Schwangerschaft, der Geburt und des Wochenbettes",,,
2024,Sachsen-Anhalt,DE-ST,O20-O29,"O20-O29 Sonstige Krankheiten der Mutter, die vorwiegend mit der Schwangerschaft verbunden sind",,,
2024,Sachsen-Anhalt,DE-ST,O30-O48,O30-O48 Betreuung der Mutter im Hinblick auf den Fetus und die Amnionhöhle sowie mögliche Entbindungskomplikationen,,,
2024,Sachsen-Anhalt,DE-ST,O60-O75,O60-O75 Komplikationen bei Wehentätigkeit und Entbindung,,,
2024,Sachsen-Anhalt,DE-ST,O80-O84,O80-O84 Entbindung,,,
2024,Sachsen-Anhalt,DE-ST,O85-O92,"O85-O92 Komplikationen, die vorwiegend im Wochenbett auftreten",,,
2024,Sachsen-Anhalt,DE-ST,O94-O99,"O94-O99 Sonstige Krankheitszustände während der Gestationsperiode, die andernorts nicht klassifiziert sind",,,
2024,Sachsen-Anhalt,DE-ST,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",26,1.2,1.8
2024,Sachsen-Anhalt,DE-ST,P00-P04,"P00-P04 Schädigung des Fetus und Neugeborenen durch mütterliche Faktoren und durch Komplikationen bei Schwangerschaft, Wehentätigkeit und Entbindung",4,0.2,0.3
2024,Sachsen-Anhalt,DE-ST,P05-P08,P05-P08 Störungen im Zusammenhang mit der Schwangerschaftsdauer und dem fetalen Wachstum,7,0.3,0.5
2024,Sachsen-Anhalt,DE-ST,P10-P15,P10-P15 Geburtstrauma,,,
2024,Sachsen-Anhalt,DE-ST,P20-P29,"P20-P29 Krankheiten des Atmungs- und Herz-Kreislaufsystems, die für die Perinatalperiode spezifisch sind",11,0.5,0.8
2024,Sachsen-Anhalt,DE-ST,P35-P39,"P35-P39 Infektionen, die für die Perinatalperiode spezifisch sind",,,
2024,Sachsen-Anhalt,DE-ST,P50-P61,P50-P61 Hämorrhagische und hämatologische Krankheiten beim Fetus und Neugeborenen,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,P70-P74,"P70-P74 Transitorische endokrine und Stoffwechselstörungen, die für den Fetus und das Neugeborene spezifisch sind",,,
2024,Sachsen-Anhalt,DE-ST,P75-P78,P75-P78 Krankheiten des Verdauungssystems beim Fetus und Neugeborenen,,,
2024,Sachsen-Anhalt,DE-ST,P80-P83,P80-P83 Krankheitszustände mit Beteiligung der Haut und der Temperaturregulation beim Fetus und Neugeborenen,,,
2024,Sachsen-Anhalt,DE-ST,P90-P96,"P90-P96 Sonstige Störungen, die ihren Ursprung in der Perinatalperiode haben",,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",77,3.6,3.8
2024,Sachsen-Anhalt,DE-ST,Q00-Q07,Q00-Q07 Angeborene Fehlbildungen des Nervensystems,10,0.5,0.5
2024,Sachsen-Anhalt,DE-ST,Q10-Q18,"Q10-Q18 Angeborene Fehlbildungen des Auges, des Ohres, des Gesichtes und des Halses",,,
2024,Sachsen-Anhalt,DE-ST,Q20-Q28,Q20-Q28 Angeborene Fehlbildungen des Kreislaufsystems,21,1.0,1.1
2024,Sachsen-Anhalt,DE-ST,Q30-Q34,Q30-Q34 Angeborene Fehlbildungen des Atmungssystems,,0.0,0.1
2024,Sachsen-Anhalt,DE-ST,Q35-Q37,"Q35-Q37 Lippen-, Kiefer- und Gaumenspalte",,,
2024,Sachsen-Anhalt,DE-ST,Q38-Q45,Q38-Q45 Sonstige angeborene Fehlbildungen des Verdauungssystems,,0.1,0.1
2024,Sachsen-Anhalt,DE-ST,Q50-Q56,Q50-Q56 Angeborene Fehlbildungen der Genitalorgane,,,
2024,Sachsen-Anhalt,DE-ST,Q60-Q64,Q60-Q64 Angeborene Fehlbildungen des Harnsystems,8,0.4,0.3
2024,Sachsen-Anhalt,DE-ST,Q65-Q79,Q65-Q79 Angeborene Fehlbildung und Deformitäten des Muskel-Skelett-Systems,6,0.3,0.3
2024,Sachsen-Anhalt,DE-ST,Q80-Q89,Q80-Q89 Sonstige angeborene Fehlbildungen,9,0.4,0.5
2024,Sachsen-Anhalt,DE-ST,Q90-Q99,"Q90-Q99 Chromosomenanomalien, anderenorts nicht klassifiziert",20,0.9,0.9
2024,Sachsen-Anhalt,DE-ST,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",649,30.3,27.0
2024,Sachsen-Anhalt,DE-ST,R00-R09,"R00-R09 Symptome, die das Kreislaufsystem und das Atmungssystem betreffen",9,0.4,0.4
2024,Sachsen-Anhalt,DE-ST,R10-R19,"R10-R19 Symptome, die das Verdauungssystem und das Abdomen betreffen",,,
2024,Sachsen-Anhalt,DE-ST,R20-R23,"R20-R23 Symptome, die die Haut und das Unterhautgewebe betreffen",,,
2024,Sachsen-Anhalt,DE-ST,R25-R29,"R25-R29 Symptome, die das Nervensystem und das Muskel-Skelett-System betreffen",,,
2024,Sachsen-Anhalt,DE-ST,R30-R39,"R30-R39 Symptome, die das Harnsystem betreffen",,,
2024,Sachsen-Anhalt,DE-ST,R40-R46,"R40-R46 Symptome, die das Erkennungs- und Wahrnehmungsvermögen, die Stimmung und das Verhalten betreffen",,0.0,0.0
2024,Sachsen-Anhalt,DE-ST,R47-R49,"R47-R49 Symptome, die die Sprache und die Stimme betreffen",,,
2024,Sachsen-Anhalt,DE-ST,R50-R69,R50-R69 Allgemeinsymptome,23,1.1,0.9
2024,Sachsen-Anhalt,DE-ST,R70-R79,R70-R79 Abnorme Blutuntersuchungsbefunde ohne Vorliegen einer Diagnose,,,
2024,Sachsen-Anhalt,DE-ST,R80-R82,R80-R82 Abnorme Urinuntersuchungsbefunde ohne Vorliegen einer Diagnose,,,
2024,Sachsen-Anhalt,DE-ST,R83-R89,"R83-R89 Abnorme Befunde ohne Vorliegen einer Diagnose bei der Untersuchung anderer Körperflüssigkeiten, Substanzen und Gewebe",,,
2024,Sachsen-Anhalt,DE-ST,R90-R94,R90-R94 Abnorme Befunde ohne Vorliegen einer Diagnose bei bildgebender Diagnostik und Funktionsprüfungen,,,
2024,Sachsen-Anhalt,DE-ST,R95-R99,R95-R99 Ungenau bezeichnete und unbekannte Todesursachen,616,28.8,25.7
2024,Sachsen-Anhalt,DE-ST,R96-R99,R96-R99 Unbekannte Todesursache,614,28.7,25.5
2024,Sachsen-Anhalt,DE-ST,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",1503,70.2,60.3
2024,Sachsen-Anhalt,DE-ST,S00-T14,S00-T14 Verletzungen,1009,47.1,39.6
2024,Sachsen-Anhalt,DE-ST,S00-S09,S00-S09 Verletzungen des Kopfes,363,17.0,14.2
2024,Sachsen-Anhalt,DE-ST,S10-S19,S10-S19 Verletzungen des Halses,52,2.4,2.2
2024,Sachsen-Anhalt,DE-ST,S20-S29,S20-S29 Verletzungen des Thorax,102,4.8,4.2
2024,Sachsen-Anhalt,DE-ST,S30-S39,"S30-S39 Verletzungen des Abdomens, der Lumbosakralgegend, der Lendenwirbelsäule und des Beckens",61,2.9,2.3
2024,Sachsen-Anhalt,DE-ST,S40-S49,S40-S49 Verletzungen der Schulter und des Oberarmes,22,1.0,0.8
2024,Sachsen-Anhalt,DE-ST,S50-S59,S50-S59 Verletzungen des Ellenbogens und des Unterarmes,11,0.5,0.4
